Date,Tweet,City,Country,Order
Mon Apr 02 13:26:22 +0000 2018,"I have the flu and my period at the the same time, so basically start writing my obituary now.",none,none,746
Mon Apr 02 13:27:20 +0000 2018,  Returning home with your prescription after checking in a Kenyan private hospital for a flu treatment. ,none,none,747
Mon Apr 02 18:58:15 +0000 2018,"Fever broke, up all night fighting this fucking flu ",none,none,748
Mon Apr 02 18:58:19 +0000 2018," Dude I feel, when I was out of commission for a week late jan that was goddamn flu shit",none,none,749
Mon Apr 02 18:58:44 +0000 2018, Nice. Kainggit im oka. Still recuperating from flu. Back to work after spring break  have fun ate.,none,none,750
Mon Apr 02 18:59:01 +0000 2018,  Returning home with your prescription after checking in a Kenyan private hospital for a flu treatment. ,none,none,751
Mon Apr 02 18:59:36 +0000 2018," Ugh shit right? I've never been DELIRIOUS with flu before but what do you know, now I know what it's like! 8')",none,none,752
Mon Apr 02 18:59:46 +0000 2018,this flu is getting the best of me,none,none,753
Mon Apr 02 18:59:50 +0000 2018,god fucking damn it did i catch nerd flu  I feel like someone hit my head with a hammer,none,none,754
Mon Apr 02 18:59:59 +0000 2018,"Oh fuck off with this shit already. Enough. What’s next, white people invented the flu? ",none,none,755
Mon Apr 02 19:00:03 +0000 2018,"  With Ms.Socal battling the flu and not feeling good or sexy, remind her how sexy she is! A few from my personal collectio…",none,none,756
Mon Apr 02 19:00:06 +0000 2018,  So happy that  is back on tv! It was probably thee most positive show on tv I have ever watched. I have the flu and…,none,none,757
Mon Apr 02 19:00:22 +0000 2018,  Returning home with your prescription after checking in a Kenyan private hospital for a flu treatment. ,none,none,758
Mon Apr 02 19:01:27 +0000 2018,"  HER: Not tonight, dear, Aunt Flo is visiting. I have girl flu. I’m surfing the crimson wave. Leak week. On the rag. Fall…",none,none,760
Mon Apr 02 19:01:41 +0000 2018,Having the flu on tour sucked so bad. But I beat that shit in like 2 days (thanks to a $120 prescription thanks CVS),Ngong,none,762
Mon Apr 02 19:01:51 +0000 2018,This bank holiday has been spent changing all 7 bridesmaid dresses again and getting the flu Feeling stressed and very ill ,none,none,763
Mon Apr 02 19:02:27 +0000 2018, I'm a big man to be getting the flu,none,none,765
Mon Apr 02 19:02:36 +0000 2018,"Someone told me they hope I don’t get the stomach flu, and my first thought was, “I could stand to lose a few lbs.”  My humor is shot.",none,none,766
Mon Apr 02 19:03:45 +0000 2018,  Returning home with your prescription after checking in a Kenyan private hospital for a flu treatment. ,none,none,767
Mon Apr 02 19:03:53 +0000 2018,"This is the first time I've had flu and fuck me it's a killer, what a waste of a bank holiday!",none,none,768
Mon Apr 02 19:04:09 +0000 2018,  Returning home with your prescription after checking in a Kenyan private hospital for a flu treatment. ,none,none,769
Mon Apr 02 19:05:17 +0000 2018,  I’m deadass careful about my flu games once they crease I’m done ,none,none,770
Mon Apr 02 19:05:24 +0000 2018,    I’m deadass careful about my flu games once they crease I’m done ,none,none,771
Mon Apr 02 19:05:32 +0000 2018," Thank you very much  I hope so, too (it is the ""soar throat"" pase of the flu at the mment)",none,none,772
Mon Apr 02 19:05:54 +0000 2018,"My friends were in Paris yesterday, today they are smoking weed in Amsterdam, and I have the flu ",none,none,773
Mon Apr 02 19:06:01 +0000 2018,"Well, after speaking to my Mom about my symptoms today she instructed me to go to the ER to get swabbed for the flu, a chest X-ray, and some fluids to determine what really is going on. So, I’ll be going there in the near future. ",none,none,774
Mon Apr 02 19:06:03 +0000 2018,"*flu enters the room* HELLO THERE, I’VE ARRIVED AND I’M READY GO FUCK YOUR WEEK UP. THAT’S RIGHT.",none,none,775
Mon Apr 02 19:06:06 +0000 2018,  Returning home with your prescription after checking in a Kenyan private hospital for a flu treatment. ,none,none,776
Mon Apr 02 19:06:45 +0000 2018,Gonna try that solid foods thing deep into day #3 of stomach flu #mondaymotivation ,none,none,777
Mon Apr 02 19:06:49 +0000 2018,B.C. boy fighting for life after flu-like illness turns to rare blood poisoning  ,none,none,778
Mon Apr 02 19:06:49 +0000 2018,Flu loading ,none,none,779
Mon Apr 02 19:07:47 +0000 2018,Im on day two of food poisoning it might be the flu ill check in later,none,none,780
Mon Apr 02 19:07:58 +0000 2018,  Returning home with your prescription after checking in a Kenyan private hospital for a flu treatment. ,none,none,781
Mon Apr 02 19:08:06 +0000 2018,"So the night before last I was meditating with the moon, last night I was meditating on the toilet because I contracted the stomach flu and woo hoo, life is a rollercoaster ! Rejoice ",none,none,782
Mon Apr 02 19:08:58 +0000 2018,"I started getting the flu yesterday, first time getting sick in a long, LONG time. I swear I think the world was coming at me and saying haha BITCH April fools!! You thought you were gonna last all school year not getting sick ",none,none,783
Mon Apr 02 19:08:58 +0000 2018, Dankeschön!  It's my own fault ... just last week I said that this winter I had the luck to not get the flu (normally it's between Nov and March each year) - should have kept my mouth shut! ,none,none,784
Mon Apr 02 19:09:12 +0000 2018,First day of my new contract tomorrow and I get the fudgin’ flu ,none,none,785
Mon Apr 02 19:09:31 +0000 2018,  Amacherry ngoThanda uLinda? And Dont mind the voice im dying coz of flu ,none,none,786
Mon Apr 02 19:09:38 +0000 2018, The old “stomach flu after a long weekend trick”,none,none,787
Mon Apr 02 19:09:38 +0000 2018,Everyone in this house is getting/has the flu and we just got over collectively having colds barely 2 weeks ago. ,none,none,788
Mon Apr 02 19:10:02 +0000 2018,"My missus has Man Flu and blames me for giving it to her.  I told her don't be fucking stupid, I'm SAS combat tough and Man Flu bounces right off me!  I'm telling you this while wearing my new pink-ish Easter slippers.",none,none,789
Mon Apr 02 19:10:12 +0000 2018,"  2018 has tried multiple times to knock me down. I had a scare with my dad, gained an amazing guardian angel in Mariam’s mothe…",none,none,790
Mon Apr 02 19:10:21 +0000 2018,"Me and my tiredness,flu and headache waiting on  I just can't miss it ey... ",none,none,791
Mon Apr 02 19:11:25 +0000 2018, “I have the dragon flu.”,none,none,792
Mon Apr 02 19:11:32 +0000 2018,"I am told you went to the doctors so I hope you don’t have the flu like I do but ! Ilysm and hope you feel alright &lt;3 Nana love... — well i don’t have a clue , it has something to do with the fact that i have really sensitive skin... ",none,none,793
Mon Apr 02 19:12:14 +0000 2018,i need to have the flu again i was so skinny i should probably go get the flu shot in order for that to happen,none,none,795
Mon Apr 02 19:12:16 +0000 2018,  We’ve had Santa Clarita Diet on aaaall day (flu Holt is sofabound) and now we accidentally have new marriage goals. They’re…,none,none,796
Mon Apr 02 19:12:18 +0000 2018,  Returning home with your prescription after checking in a Kenyan private hospital for a flu treatment. ,none,none,797
Mon Apr 02 19:12:19 +0000 2018, It is a pit of pink eye and flu littered with possible pedophiles. Add to that the craziness of multiple exits and I’m out. My kids have only been a couple of times. I’d rather do the zoo any day.,none,none,798
Mon Apr 02 19:12:23 +0000 2018,  Returning home with your prescription after checking in a Kenyan private hospital for a flu treatment. ,none,none,799
Mon Apr 02 19:12:35 +0000 2018,"  So I have the flu right now, and I think this just cured it. ",none,none,800
Mon Apr 02 19:12:54 +0000 2018,How to avoid fever and flu in summers? ,none,none,801
Mon Apr 02 19:13:03 +0000 2018, I hope so too. This cold / almost flu is missing with me. It’s like there is something new to throw me off filter each week ,none,none,802
Mon Apr 02 19:14:31 +0000 2018," I know it's called the flu game, but Jordan has said that it was food poisoning.  So flu as in stomach flu.  ",none,none,803
Mon Apr 02 19:15:07 +0000 2018,  Returning home with your prescription after checking in a Kenyan private hospital for a flu treatment. ,none,none,804
Mon Apr 02 19:15:10 +0000 2018,damn the flu rlly made me drop 10 pounds in 3 days this so wild,none,none,805
Mon Apr 02 19:15:13 +0000 2018,  Good. I'm fuddled with flu treatments and have lost the plot over my party being racist. Except living in EU I can't be a member.,none,none,806
Mon Apr 02 19:15:26 +0000 2018,i don't wish the flu upon my worst enemy,none,none,807
Mon Apr 02 19:15:30 +0000 2018,"latest twitter name courtesy of spending a lot of my time with the flu re-watching old  vids, specifically: ",none,none,808
Mon Apr 02 19:15:53 +0000 2018,cough flu sore throat?? how to sleep ,none,none,809
Mon Apr 02 19:16:06 +0000 2018," I was sick with flu, my dog (Rottweiler)was laying at foot of bed. I was awakened by horrific snarling... my dog would not allow anyone into the room. Now I'm called Damien.",none,none,810
Mon Apr 02 19:16:27 +0000 2018,Should've gone for my flu shot. Can't afford to get sick rn.,none,none,811
Mon Apr 02 19:16:28 +0000 2018,the fact that this is the fourth time i’ve had the stomach flu this year is pretty fuckin ridiculous,none,none,812
Mon Apr 02 19:16:29 +0000 2018,  I am sick with the flu and this lovely review from  has made my day! ,none,none,813
Mon Apr 02 19:16:32 +0000 2018,Woke up really sick today... but I aint letting no flu break my stride ,none,none,814
Mon Apr 02 19:16:36 +0000 2018,  Returning home with your prescription after checking in a Kenyan private hospital for a flu treatment. ,none,none,815
Mon Apr 02 19:16:37 +0000 2018,At work with the stomach flu or food poisoning not sure which yet ,none,none,816
Mon Apr 02 19:16:45 +0000 2018,got halfway till I realized she wasn't talking about flu ,none,none,817
Mon Apr 02 19:18:08 +0000 2018,"BAD NEWS: I have the flu. GOOD NEWS: I'm losing weight because I'm constantly full from ibuprofen, Benadryl, Tylenol Severe Sinus, Afrin, Mucinex, Halls cough drops, and sinus drainage. What a great way to start my vacation.",none,none,818
Mon Apr 02 19:19:13 +0000 2018,Flu season has hit my office and people are dropping like flies. I sneezed five minutes ago and now I’m walking around the office like ,none,none,819
Mon Apr 02 19:19:22 +0000 2018,"New favorite student excuse:  “There’s a sickness going around, so I need an extension.” Not ‘I’m dying of the flu and I can’t do this thing.’ But somewhere, someone is getting sick, therefore I need more time. #UmmmNo",none,none,820
Mon Apr 02 19:20:18 +0000 2018,  Returning home with your prescription after checking in a Kenyan private hospital for a flu treatment. ,none,none,821
Mon Apr 02 19:20:46 +0000 2018,Millions of Americans can’t stay home with the flu – so it spreads ,none,none,822
Mon Apr 02 19:20:56 +0000 2018,"  With Ms.Socal battling the flu and not feeling good or sexy, remind her how sexy she is! A few from my personal collectio…",none,none,823
Mon Apr 02 19:21:16 +0000 2018,"A second wave of flu may be on the way, CDC warns ",none,none,824
Mon Apr 02 19:22:05 +0000 2018,  Returning home with your prescription after checking in a Kenyan private hospital for a flu treatment. ,none,none,825
Mon Apr 02 19:23:38 +0000 2018,The CDC Is Warning That A Second Wave Of The Flu Is Just Starting ,none,none,826
Mon Apr 02 19:23:40 +0000 2018,so i’m home sick with the flu and just came downstairs and my younger brother  tries to check my temperature with the back of his hand so i swat it away and he starts flying to go clean it off. good way to keep him away from me.,none,none,827
Mon Apr 02 19:23:45 +0000 2018,"  With respect, I disagree. It's typically used adjectivally, rather than as part of a nomenclature, as in Asian 'flu. It's not a defined medical condition but rather used disparagingly to describe mild, flu-like symptoms being used as an excuse for absence or inactivity.",none,none,828
Mon Apr 02 19:24:11 +0000 2018," I feel you man, I do tons of cardio and small weight training, go to work, and stay home. I don’t do anything “risky” and I just got the flu.",none,none,829
Mon Apr 02 19:24:39 +0000 2018,  Returning home with your prescription after checking in a Kenyan private hospital for a flu treatment. ,none,none,830
Mon Apr 02 19:24:57 +0000 2018,  Throwing a party when I get over this flu  but hi twitter sorry for being inactive ,none,none,831
Mon Apr 02 19:25:07 +0000 2018,"  I’m still alive guys, I can’t shake this flu off I’ve legit been sick for 2 weeks",none,none,832
Mon Apr 02 19:25:15 +0000 2018,Remember when I fixed my Link's Awakening cartridge with whiskey? Well now I'm going to fix my flu with whiskey. Truly a substance for every situation.,none,none,833
Mon Apr 02 19:26:29 +0000 2018,sos how does one ACTUALLY enjoy food after the stomach flu???? eating literally is so hard to me now,none,none,834
Mon Apr 02 19:26:52 +0000 2018,"Episode 5 of #GiftcoinCrypto #behindthescenes #documentary series. In this episode, Tim is bedridden with flu, the PR campaign starts, Alex meets an investor, and there is a crisis with Facebook  #ico #cryptocurrency",none,none,835
Mon Apr 02 19:27:11 +0000 2018,  I have the flu  send to make mommy feel better     ,none,none,836
Mon Apr 02 19:27:18 +0000 2018,  There seems to be a flu like illness affecting Canada's Conservative movement. I think I have found it. Starting at Andrew…,none,none,837
Mon Apr 02 19:27:30 +0000 2018,"Seeing my sister for just 4 hrs and I was the happiest child my dads child makes me happy everything in me felt lighter, even this flu didn't bother me THAT much at that time",none,none,838
Mon Apr 02 19:27:31 +0000 2018,"if I have the flu, I’m throwing HANDS",none,none,839
Mon Apr 02 19:28:29 +0000 2018,  Returning home with your prescription after checking in a Kenyan private hospital for a flu treatment. ,none,none,840
Mon Apr 02 19:28:30 +0000 2018,"There could be a second wave of flu, CDC warns ",none,none,841
Mon Apr 02 19:29:08 +0000 2018,Health is a big topic with my clients.  Check it out.  … #womenintech #executivecoach #stayhealthy,none,none,842
Mon Apr 02 19:29:09 +0000 2018,the flu is really out here killing my ass LTNSJFJDJ ,none,none,843
