Date,Tweet,City,Country
Wed Apr 25 21:00:26 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 21:00:27 +0000 2018,Really enjoyed the new foodie segment  It's fun to live vicariously (especially when the flu has caught me) XD #looktay #Foodie #fun #trynewthings ,none,none
Wed Apr 25 21:00:30 +0000 2018,Did you hear? It’s #FriendsLikeUs day! Celebrate with a brand new #FLU featuring    and our host  #CheckUsOut:  #Subscribe:  Now on iHeartRADIO:  ,none,none
Wed Apr 25 21:00:42 +0000 2018,Predicting Fluid By Passive Leg Raise Plr - Shared from  [ #Patients ,none,none
Wed Apr 25 21:00:55 +0000 2018,ON AIR: Bird Flu Kitchen w/ Alvie- local music &amp; more from punk to blues to everything in-between. TUNE IN: ,none,none
Wed Apr 25 21:01:01 +0000 2018,Fluence com rodas Volcano Wheels Misty aro 20” ,none,none
Wed Apr 25 21:01:13 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 21:01:36 +0000 2018, There’s another tweet going around from 2012 that says Marchand the rat is out with flu like symptoms.....,none,none
Wed Apr 25 21:01:45 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 21:01:48 +0000 2018,Novavax’s flu vaccine for older adults shows early promise against Sanofi’s Fluzone | FiercePharma  by  ,none,none
Wed Apr 25 21:02:32 +0000 2018,9 Classic Traits of Manipulative People | Psychology Today  #illuminati #sexCult #aristocrat #onepercent,none,none
Wed Apr 25 21:02:43 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 21:02:51 +0000 2018,Shit…Damn flu.,none,none
Wed Apr 25 21:03:10 +0000 2018,  Guys complain when they have the shits and flu and act like they're going to die but let us just complain about the fa…,Midrand,none
Wed Apr 25 21:03:29 +0000 2018,"Doctors thought this mom had the flu. Instead, a disease she caught from mouse droppings killed her.  via ",none,none
Wed Apr 25 21:03:33 +0000 2018,"Sooooooo basically I see we ALL have the flu, ok.",none,ZA
Wed Apr 25 21:03:38 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 21:03:43 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 21:03:44 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 21:04:07 +0000 2018,  that fat fucktard would welcome the spanish flu into the uk if he thought it would gain him some brownie points,Chicago,none
Wed Apr 25 21:04:20 +0000 2018,The stomach flu has been going around our school. My stomach has been feeling a little off since lunch and I am getting suuuper paranoid about it. ,none,none
Wed Apr 25 21:04:34 +0000 2018,"A parent’s worst nightmare. 5-year-old Mia Lobo, dies from flu-related complications. Her parents speak to  hoping their story will serve as a warning for others. Coming up at 4:30 &amp; 6pm. ",none,US
Wed Apr 25 21:04:36 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 21:04:52 +0000 2018,Synthetic Flu Vaccine Created As A Pill - Shared from  [ ,none,none
Wed Apr 25 21:05:02 +0000 2018,  Men like acting tough till they get a little flu they act like they are on life support ,none,none
Wed Apr 25 21:05:02 +0000 2018,  Dude caught the estrogen flu living with that many chicks.,none,none
Wed Apr 25 21:05:17 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 21:05:17 +0000 2018,  It's good for flu Good for asthma Good for tuberculosis   When you see it. Weed crush Wednesday. #LegalizeIt and rastaman…,none,none
Wed Apr 25 21:05:20 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 21:05:30 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,Massachusetts,none
Wed Apr 25 21:05:55 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 21:05:58 +0000 2018,Just my darn luck I got my teeth pulled on Monday and today work up with the flu. Just great.......,none,US
Wed Apr 25 21:06:00 +0000 2018,  Like shit and then ya mom tried to quarantine the sick kids from the unsick ones  ,none,none
Wed Apr 25 21:06:12 +0000 2018,"The majority of #CFS cases start suddenly, usually accompanied by a ""flu-like illness"";",none,none
Wed Apr 25 21:06:27 +0000 2018,"  50,000 Now Dead From Flu Outbreak: Mainstream Media Blackout!  ",none,none
Wed Apr 25 21:06:29 +0000 2018, Thank you Flu for producing this wonderful player!!!!!! Marcelo is a legend!!!!! ,none,none
Wed Apr 25 21:06:33 +0000 2018,"Hello everyone from your Pawtographer Gina, unfortunately I have caught the flu and will be unable to come in for Pawtography Thursday 4/25  I sincerely apologize for the inconvenience but I hope to be better soon!",none,none
Wed Apr 25 21:07:05 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 21:07:19 +0000 2018,"  Dunno if anybody can see this, but one cost of men's physical abilities is their weaker immune system (relative to women). It's a trade-off imposed by testosterone.  That's probably why 'msn flu' is a thing.",none,none
Wed Apr 25 21:07:34 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 21:07:48 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 21:07:48 +0000 2018,Haven't been really active online 'cause i got hit with con-flu :') all the traveling and being crammed in with people has finally caught up to me . Been spending the last few days sequestered on the couch replaying Dream Drop Distance and napping between medication ,none,none
Wed Apr 25 21:07:48 +0000 2018,  Guys complain when they have the shits and flu and act like they're going to die but let us just complain about the fa…,none,none
Wed Apr 25 21:08:06 +0000 2018, Thank you guys. The doctors say it's just the flu. I should be fine. I will be back home soon for I am the Captain  needs but not the one it deserves.,none,none
Wed Apr 25 21:08:19 +0000 2018, Have you the flu? I had it at Christmas and then a different strain in February... dreadful start to the new year X,none,none
Wed Apr 25 21:08:37 +0000 2018,broooooo  I’m dead ,none,none
Wed Apr 25 21:08:40 +0000 2018,           ,none,none
Wed Apr 25 21:08:44 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 21:08:45 +0000 2018, Thank you. Total shock. Thought she had the flu. Was incoherent. Had untreatable last stage liver cancer. Was gone in 24 hours. Showed no symptoms until the ammonia built up and she lost coherency,none,none
Wed Apr 25 21:08:47 +0000 2018,  Flu away?,none,none
Wed Apr 25 21:08:53 +0000 2018,“Hepatitis A is going around everyone get the flu shot.”,none,none
Wed Apr 25 21:08:53 +0000 2018, Abreu has the flu,none,none
Wed Apr 25 21:09:04 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 21:09:16 +0000 2018,#WhiteSox score early..Abreu succumbs to the Flu and they lose. So no Flag today. #FlyTheArrow #SEAvsCWS ,none,none
Wed Apr 25 21:09:19 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 21:09:23 +0000 2018,"      ooo, little honeypup might be sick... max's mommi wasnt feeling very well either. eeek - might still be a bit of cold and flu season! noodley soup, tea, porridge, ice cream, soft cheese, crumpets, applesauce with cinammon...",none,none
Wed Apr 25 21:09:36 +0000 2018,"I’ve got bad flu and fever.   forgive mistakes.i haven’t posted today.  Someone we have never met who simply our video content and never anything more, took it upon himself to say Little baby Alfie had died... ",none,none
Wed Apr 25 21:10:00 +0000 2018,Dai the Flu  via ,none,none
Wed Apr 25 21:10:04 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Wed Apr 25 21:10:27 +0000 2018,"   it's like lemon flavoured powdered medicine, you turn it into a tea and add like 3 spoonfuls of honey~ the taste…",none,none
Wed Apr 25 21:10:35 +0000 2018,New post (Jose Abreu of Chicago White Sox leaves game because of flu-like symptoms) has been published on Florida News -  ,none,none
Wed Apr 25 21:10:37 +0000 2018,  The reason that the White House flu shots administered by #DrRonnyJackson weren't all that success at preventing illness this…,none,none
Wed Apr 25 21:10:42 +0000 2018,  CAN YALL COUGH &amp; SNEEZE IN YOUR DAMN ELBOW! THE FLU IS LITERALLY MURKING PEOPLE AND YALL OUT HERE BEING DISRESPECTFUL ,none,none
Thu Apr 26 17:41:21 +0000 2018,"apparently post-Coachella flu is very real and i’m living, barely breathing proof of it",none,none
Thu Apr 26 17:41:22 +0000 2018,  Great Keynote speech by  Director General Xavier Prats Monné during the #EU Manifesto on Influenza launch eve…,none,none
Thu Apr 26 17:41:23 +0000 2018,"  Man-flu, cramps, the crud, or maybe we just didn’t want to work today   Send us your “sick” tweets, any variation   3 tweet…",none,none
Thu Apr 26 17:41:32 +0000 2018,  Flu... This is what killed me in the end *sniffles*,none,none
Thu Apr 26 17:41:35 +0000 2018,The flu is rampant! What can you do to Boost Your Immune System?  I have a blog post that can tell you have to be at your best to fight off this flu season.   ,none,none
Thu Apr 26 17:41:49 +0000 2018, Dafuq...its spring...why do I got flu?,none,none
Thu Apr 26 17:41:56 +0000 2018,Killer flu pandemic 'could hit any time' - wiping out 300 MILLION ,none,none
Thu Apr 26 17:41:56 +0000 2018,"                                                  Really, which planet are we on here. This Winter has been one of the worst for flu vaccine. Laughable, even people getting the shot get the flu",none,none
Thu Apr 26 17:41:57 +0000 2018,Danki for the tip ,none,none
Thu Apr 26 17:42:01 +0000 2018,"  You also reason well .. but like  its also not rational .. Religion has killed more people than small pox, malaria and flu combined .. All religions combined :(",none,none
Thu Apr 26 17:42:19 +0000 2018,  #STUDY: Vaccinating Pregnant Women Didn't Reduce Risk 4 #Flu or #Pneumonia 4 Moms &amp; Babies   ,none,none
Thu Apr 26 17:42:20 +0000 2018, i avoid  cold water or eat cold stuff and remain safe from flu untill i drink cold water or other drinks,none,none
Thu Apr 26 17:42:29 +0000 2018,   Yea sisi... disprin/panado aswell. Just befor u sleep. sweat the flu away,none,none
Thu Apr 26 17:42:33 +0000 2018,  Try Sol705! Sol705 a free point &amp;amp; click graphic adventure with lots of retro mystery and a plot set to stunt!  #ga…,none,none
Thu Apr 26 17:42:54 +0000 2018,"When you’re really sick, you’ve got the flu and you’re all weak and sad, and you just need to look after yourself cause you’re single af. ",Midrand,none
Thu Apr 26 17:43:19 +0000 2018,  When I have flu but  malume just doesnt allow negativity in my system . ,none,none
Thu Apr 26 17:43:22 +0000 2018,Gonna catch the flu I’m running away from first day after getting my shot with all the waiting I’ve been doing out in the cold ,none,ZA
Thu Apr 26 17:43:25 +0000 2018,  When I have flu but  malume just doesnt allow negativity in my system . ,none,none
Thu Apr 26 17:43:43 +0000 2018,  #STUDY: Vaccinating Pregnant Women Didn't Reduce Risk 4 #Flu or #Pneumonia 4 Moms &amp; Babies   ,none,none
Thu Apr 26 17:43:49 +0000 2018, Artie did you catch the Freddie Mercury Flu?,none,none
Thu Apr 26 17:43:50 +0000 2018,"I can't imagine this, but it is the case for pediatric cancer patients.      #STARAct #StepUp ",none,none
Thu Apr 26 17:44:05 +0000 2018,  I have the flu and MY FATHER doesn’t want anything to do with me.....I just wanted a hug. ,none,none
Thu Apr 26 17:44:09 +0000 2018,"I am down with a flu , no thanks to this big head  ",none,none
Thu Apr 26 17:44:36 +0000 2018,Paul Decker meets Dr. Van Snoogle Schnitzel in Pearls Before Swine Flu Zombies,none,none
Thu Apr 26 17:44:55 +0000 2018," lollll flu, then stomach flu, mass amounts of phelm, sick and chapping ",none,none
Thu Apr 26 17:45:15 +0000 2018, You got the flu? Man sorry to hear that. Get well soon.,none,none
Thu Apr 26 17:45:16 +0000 2018,"At first, the disease symptoms might be as mild as the first symptoms of the flu. But eventually, they will become more severe and more painful. ",none,none
Thu Apr 26 17:45:34 +0000 2018,  I woke up sick this morning &amp; did everything I would do in a normal day.  Make food Make bottles Change diapers Do my husband…,none,none
Thu Apr 26 17:45:40 +0000 2018,"Is this shit for real ain’t she heard of bird flu, not just that what do pigeon do except fucking shit everywhere  ",none,none
Thu Apr 26 17:45:40 +0000 2018,"SAN JOSE — Sharks coach Pete DeBoer doesn't buy into the “Vegas Flu” theory. He knows why the Vegas Golden Knights won 29 home games this season, third-most in the NHL, and it has... ",none,none
Thu Apr 26 17:46:01 +0000 2018,  #STUDY: Vaccinating Pregnant Women Didn't Reduce Risk 4 #Flu or #Pneumonia 4 Moms &amp; Babies   ,none,none
Thu Apr 26 17:46:05 +0000 2018,"Flu, Flu Shots, Swine Flu &amp; Vitamin D, Wake Up America 16 ",none,none
Thu Apr 26 17:46:31 +0000 2018,"No radio show from me tonight, sorry svelte fans. I am super ill with some hellish stomach flu \ fever thing. Bleurgh.",none,none
Thu Apr 26 17:46:50 +0000 2018,  Dr  says that the flu vaccine doesn't guarantee that we won't get sick. We'll get other ailments but not #infl…,none,none
Thu Apr 26 17:47:16 +0000 2018,"Have you got the ""Money"" flu, the only flu that makes you love #SlimBeats.  DL Here -&gt;  (",none,none
Thu Apr 26 17:47:31 +0000 2018,". based the disease in her book on Spanish flu, so we have a volunteer acting out the symptom path! ",none,none
Thu Apr 26 17:47:40 +0000 2018,Death From Flu Shots Increase Dramatically ,none,none
Thu Apr 26 17:48:16 +0000 2018, v cold oh i use hot water then change to cold water then kena flu,none,none
Thu Apr 26 17:48:31 +0000 2018,Sad and heartbreaking on so many levels. ,none,none
Thu Apr 26 17:48:50 +0000 2018,  This flu better not spoil my bday weekend. ,none,none
Thu Apr 26 17:49:36 +0000 2018,  I felt so beautiful today before the flu decided to hit me like a car ,none,none
Thu Apr 26 17:49:38 +0000 2018,You now have Asian Flu.,none,none
Thu Apr 26 17:49:45 +0000 2018, Man flu? Need an ambulance? Working with young people should have pretty much prepared for the plague ,none,none
Thu Apr 26 17:49:49 +0000 2018, You have the rockin' pneumonia and the boogie woogie flu,none,none
Thu Apr 26 17:49:55 +0000 2018,Flu loading ,none,none
Thu Apr 26 17:49:59 +0000 2018,  Men like acting tough till they get a little flu they act like they are on life support ,none,none
Thu Apr 26 17:50:36 +0000 2018,I thought I'll be jolling nje this long weekend kodwa  flu had other plans,none,none
Thu Apr 26 17:50:42 +0000 2018,  Another Scientist found mysteriously dead after he warned that the recent flu epidemic was caused by the flu vaccine.…,none,none
Thu Apr 26 17:50:47 +0000 2018,  Race for flu vaccine as death toll rises: Scientists are working rapidly to find a swine flu vaccine as the dead.. http://t…,none,none
Thu Apr 26 17:50:49 +0000 2018,"  Who better than #NHS staff to start a #Howareyoureally revolution! Avoid ""fine, and you?"" and be genuine. How is ""bit sleep de…",none,none
Thu Apr 26 17:51:00 +0000 2018,"I added a video to a  playlist  Doctor Global Health Council, Claims Mutant Flu Could Wipe Out 300",none,none
Thu Apr 26 17:51:06 +0000 2018,Available for PURCHASE!!!!!!! I use SOME of these ingredients when making flu shots but this… ,none,none
Thu Apr 26 17:51:14 +0000 2018,I woke up to what feels like the flu... then stepped on my laptop charger and broke it.. then go to walk in my room to still try to film for today and I locked myself out. I am sincerely convinced playing that ouija board by myself gave me bad luck. Like.. what’s next?,none,none
Thu Apr 26 17:51:33 +0000 2018,  I woke up to what feels like the flu... then stepped on my laptop charger and broke it.. then go to walk in my room to st…,none,none
Thu Apr 26 17:51:36 +0000 2018,  I woke up to what feels like the flu... then stepped on my laptop charger and broke it.. then go to walk in my room to st…,none,none
Thu Apr 26 17:51:39 +0000 2018,  I woke up to what feels like the flu... then stepped on my laptop charger and broke it.. then go to walk in my room to st…,none,none
Thu Apr 26 17:51:40 +0000 2018,walkin round pigeon toed got the bird flu.,none,none
Thu Apr 26 17:51:42 +0000 2018,  I woke up to what feels like the flu... then stepped on my laptop charger and broke it.. then go to walk in my room to st…,none,none
